name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,intersection_id,poi_id,notes
,0,255734122,motorway_junction,,,,,,-111.9678428,33.3922814,,,
,1,255734135,,,,,,,-111.9682176,33.3842412,,,
,2,256194253,,,,,,,-111.9755477,33.4368096,,,
,3,256194249,,,,,,,-111.9738858,33.4371008,,,
,4,193468100,motorway_junction,,,,,,-111.9678618,33.4038037,,,
,5,2290382197,,,,,,,-111.9687285,33.4060502,,,
,6,41259724,motorway_junction,,,,,,-111.9338921,33.3857087,,,
,7,4347614166,,,,,,,-111.938665,33.3859441,,,
,8,41265232,,,,,,,-111.9485869,33.4445835,,,
,9,41265242,,,,,,,-111.9489708,33.4442238,,,
,10,41305354,motorway_junction,,,,,,-111.8527985,33.4479477,,,
,11,1708852495,,,,,,,-111.8544026,33.4469764,,,
,12,255735872,motorway_junction,,,,,,-111.9452652,33.3854478,,,
,13,2941419386,,,,,,,-111.9406246,33.3851561,,,
,14,255736046,motorway_junction,,,,,,-111.9324545,33.385457,,,
,15,255736050,,,,,,,-111.927636,33.3850912,,,
,16,255736909,motorway_junction,,,,,,-111.8907039,33.3858465,,,
,17,255736900,,,,,,,-111.8954228,33.3861908,,,
,18,255736552,motorway_junction,,,,,,-111.9163787,33.3855287,,,
,19,255736548,,,,,,,-111.9106005,33.3852456,,,
,20,255663799,motorway_junction,,,,,,-111.89027,33.3856347,,,
,21,3874076266,,,,,,,-111.8785744,33.3855075,,,
,22,256300877,,,,,,,-111.8514556,33.3862091,,,
,23,4347677852,,,,,,,-111.8562212,33.3863696,,,
,24,41392872,motorway_junction,,,,,,-111.8757011,33.4359259,,,
,25,5739892055,,,,,,,-111.8733814,33.4362723,,,
,26,1617121734,,,,,,,-111.9697274,33.4500935,,,
,27,256606092,traffic_signals,,signal,,,,-111.9693028,33.4477456,,,
,28,41350650,motorway_junction,,,,,,-111.9584696,33.3868388,,,
,29,256190124,,,,,,,-111.9604188,33.3873486,,,
,30,255815446,motorway_junction,,,,,,-111.8912955,33.3990156,,,
,31,5742275161,,,,,,,-111.8918554,33.3951137,,,
,32,255655748,motorway_junction,,,,,,-111.8651172,33.3856756,,,
,33,4347677850,,,,,,,-111.8586128,33.3853314,,,
,34,1497946448,,,,,,,-111.9757899,33.4386467,,,
,35,41467914,,,,,,,-111.9757759,33.4378911,,,
,36,3874074046,traffic_signals,,signal,,,,-111.874535,33.3863681,,,
,37,3874074035,traffic_signals,,signal,,,,-111.874796,33.386358,,,
,38,256186770,motorway_junction,,,,,,-111.9630234,33.4391639,,,
,39,255823560,,,,,,,-111.9679276,33.4412474,,,
,40,41329915,motorway_junction,,,,,,-111.9186492,33.3858203,,,
,41,4347590444,,,,,,,-111.925484,33.3860331,,,
,42,42313685,motorway_junction,,,,,,-111.9687763,33.4453323,,,
,43,1222388036,,,,,,,-111.9686683,33.4458995,,,
,44,41517309,,,,,,,-111.9262877,33.4312176,,,
,45,316128961,,,,,,,-111.9262698,33.4335976,,,
,46,4347461556,,,,,,,-111.9344178,33.4511127,,,
,47,4606952125,,,,,,,-111.9286777,33.4512133,,,
,48,41601592,,,,,,,-111.874378,33.4148295,,,
,50,41623574,,,,,,,-111.8895525,33.4335689,,,
,51,41623564,,,,,,,-111.8813507,33.434576,,,
,53,4346575408,,,,,,,-111.9370216,33.4146084,,,
