mvmt_id,node_id,osm_node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,lanes,ib_osm_node_id,ob_osm_node_id,type,penalty,capacity,ctrl_type,mvmt_txt_id,geometry,volume,free_speed,allowed_uses,generated_by_osm2gmns
19,3,41529697,,564,1,1,3,1,1,1,41459438,41529691,thru,,,,WBT,"LINESTRING (-111.9289977 33.4243206, -111.9291608 33.4242745)",,,auto,1
20,3,41529697,,564,1,1,46,1,1,1,41459438,41736777_2714317917,right,,,,WBR,"LINESTRING (-111.9289977 33.4243206, -111.9291068 33.4243674)",,,auto,1
21,3,41529697,,564,1,1,667,1,1,1,41459438,8122988905,uturn,,,,WBU,"LINESTRING (-111.9289977 33.4243206, -111.9290611 33.4242285)",,,auto,1
22,3,41529697,,668,1,1,3,1,1,1,8122988905,41529691,left,,,,WBL,"LINESTRING (-111.9290611 33.4242285, -111.9291608 33.4242745)",,,auto,1
23,3,41529697,,668,1,1,46,1,1,1,8122988905,41736777_2714317917,right,,,,WBR,"LINESTRING (-111.9290611 33.4242285, -111.9291068 33.4243674)",,,auto,1
24,3,41529697,,668,1,1,563,1,1,1,8122988905,41459438,right,,,,WBR,"LINESTRING (-111.9290611 33.4242285, -111.9289977 33.4243206)",,,auto,1
25,4,3101265641,,5,1,1,210,1,1,1,41529740_2625359015,3101265427,right,,,,WBR,"LINESTRING (-111.9411804 33.4243389, -111.9412669 33.4244107)",,,auto,1
26,4,3101265641,,5,1,1,557,1,1,1,41529740_2625359015,5080816830,left,,,,WBL,"LINESTRING (-111.9411804 33.4243389, -111.9412678 33.4242663)",,,auto,1
27,4,3101265641,,5,1,1,558,1,1,1,41529740_2625359015,5258562214,thru,,,,WBT,"LINESTRING (-111.9411804 33.4243389, -111.9413526 33.4243380)",,,auto,1
28,4,3101265641,,209,1,1,4,1,1,1,3101265427,41529740_2625359015,left,,,,SBL,"LINESTRING (-111.9412669 33.4244107, -111.9411804 33.4243389)",,,auto,1
29,4,3101265641,,209,1,1,557,1,1,1,3101265427,5080816830,thru,,,,SBT,"LINESTRING (-111.9412669 33.4244107, -111.9412678 33.4242663)",,,auto,1
30,4,3101265641,,209,1,1,558,1,1,1,3101265427,5258562214,right,,,,SBR,"LINESTRING (-111.9412669 33.4244107, -111.9413526 33.4243380)",,,auto,1
31,4,3101265641,,556,1,1,4,1,1,1,5080816830,41529740_2625359015,right,,,,NBR,"LINESTRING (-111.9412678 33.4242663, -111.9411804 33.4243389)",,,auto,1
32,4,3101265641,,556,1,1,210,1,1,1,5080816830,3101265427,thru,,,,NBT,"LINESTRING (-111.9412678 33.4242663, -111.9412669 33.4244107)",,,auto,1
33,4,3101265641,,556,1,1,558,1,1,1,5080816830,5258562214,left,,,,NBL,"LINESTRING (-111.9412678 33.4242663, -111.9413526 33.4243380)",,,auto,1
34,4,3101265641,,559,1,1,4,1,1,1,5258562214,41529740_2625359015,thru,,,,EBT,"LINESTRING (-111.9413526 33.4243380, -111.9411804 33.4243389)",,,auto,1
35,4,3101265641,,559,1,1,210,1,1,1,5258562214,3101265427,left,,,,EBL,"LINESTRING (-111.9413526 33.4243380, -111.9412669 33.4244107)",,,auto,1
36,4,3101265641,,559,1,1,557,1,1,1,5258562214,5080816830,right,,,,EBR,"LINESTRING (-111.9413526 33.4243380, -111.9412678 33.4242663)",,,auto,1
37,6,2626664037,,7,1,1,622,1,1,1,41529813,6796038632,thru,,,,WBT,"LINESTRING (-111.9375474 33.4243581, -111.9376547 33.4244243)",,,auto,1
38,6,2626664037,,621,1,1,6,1,1,1,6796038632,41529813,thru,,,,EBT,"LINESTRING (-111.9376820 33.4243000, -111.9375474 33.4243581)",,,auto,1
39,7,41529813,,6,1,1,8,1,1,1,2626664037,316007232,thru,,,,EBT,"LINESTRING (-111.9367521 33.4243590, -111.9365799 33.4243596)",,,auto,1
40,7,41529813,,6,1,1,154,1,1,1,2626664037,41746580,left,,,,EBL,"LINESTRING (-111.9367521 33.4243590, -111.9366674 33.4244312)",,,auto,1
41,7,41529813,,6,1,1,155,1,1,1,2626664037,41957870,right,,,,EBR,"LINESTRING (-111.9367521 33.4243590, -111.9366665 33.4242869)",,,auto,1
42,7,41529813,,9,1,1,7,1,1,1,316007232,2626664037,thru,,,,WBT,"LINESTRING (-111.9365799 33.4243596, -111.9367521 33.4243590)",,,auto,1
43,7,41529813,,9,1,1,154,1,1,1,316007232,41746580,right,,,,WBR,"LINESTRING (-111.9365799 33.4243596, -111.9366674 33.4244312)",,,auto,1
44,7,41529813,,9,1,1,155,1,1,1,316007232,41957870,left,,,,WBL,"LINESTRING (-111.9365799 33.4243596, -111.9366665 33.4242869)",,,auto,1
45,7,41529813,,153,1,1,7,1,1,1,41746580,2626664037,right,,,,SBR,"LINESTRING (-111.9366674 33.4244312, -111.9367521 33.4243590)",,,auto,1
46,7,41529813,,153,1,1,8,1,1,1,41746580,316007232,left,,,,SBL,"LINESTRING (-111.9366674 33.4244312, -111.9365799 33.4243596)",,,auto,1
47,7,41529813,,153,1,1,155,1,1,1,41746580,41957870,thru,,,,SBT,"LINESTRING (-111.9366674 33.4244312, -111.9366665 33.4242869)",,,auto,1
48,7,41529813,,156,1,1,7,1,1,1,41957870,2626664037,left,,,,NBL,"LINESTRING (-111.9366665 33.4242869, -111.9367521 33.4243590)",,,auto,1
49,7,41529813,,156,1,1,8,1,1,1,41957870,316007232,right,,,,NBR,"LINESTRING (-111.9366665 33.4242869, -111.9365799 33.4243596)",,,auto,1
50,7,41529813,,156,1,1,154,1,1,1,41957870,41746580,thru,,,,NBT,"LINESTRING (-111.9366665 33.4242869, -111.9366674 33.4244312)",,,auto,1
51,8,316007232,,8,1,1,67,1,1,1,41529813,41746582,left,,,,EBL,"LINESTRING (-111.9350669 33.4243361, -111.9349809 33.4244068)",,,auto,1
52,8,316007232,,8,1,1,68,1,1,1,41529813,42304472,right,,,,EBR,"LINESTRING (-111.9350669 33.4243361, -111.9349826 33.4242625)",,,auto,1
53,8,316007232,,66,1,1,9,1,1,1,41746582,41529813,right,,,,SBR,"LINESTRING (-111.9349809 33.4244068, -111.9350669 33.4243361)",,,auto,1
54,8,316007232,,66,1,1,68,1,1,1,41746582,42304472,thru,,,,SBT,"LINESTRING (-111.9349809 33.4244068, -111.9349826 33.4242625)",,,auto,1
55,8,316007232,,69,1,1,9,1,1,1,42304472,41529813,left,,,,NBL,"LINESTRING (-111.9349826 33.4242625, -111.9350669 33.4243361)",,,auto,1
56,8,316007232,,69,1,1,67,1,1,1,42304472,41746582,thru,,,,NBT,"LINESTRING (-111.9349826 33.4242625, -111.9349809 33.4244068)",,,auto,1
57,9,41533533,,11,1,1,366,2,2,1,7265020288,4346605155,right,,,,NBR,"LINESTRING (-111.9412587 33.4218584, -111.9411748 33.4219308)",,,auto,1
58,9,41533533,,11,1,1,367,1,1,1,7265020288,4346605154,left,,,,NBL,"LINESTRING (-111.9412587 33.4218584, -111.9413469 33.4219304)",,,auto,1
59,9,41533533,,365,1,1,10,1,1,1,4346605155,7265020288,left,,,,WBL,"LINESTRING (-111.9411748 33.4219308, -111.9412587 33.4218584)",,,auto,1
60,9,41533533,,365,2,2,367,2,2,1,4346605155,4346605154,thru,,,,WBT,"LINESTRING (-111.9411748 33.4219308, -111.9413469 33.4219304)",,,auto,1
61,9,41533533,,368,2,2,10,1,1,1,4346605154,7265020288,right,,,,EBR,"LINESTRING (-111.9413469 33.4219304, -111.9412587 33.4218584)",,,auto,1
62,9,41533533,,368,1,1,366,1,1,1,4346605154,4346605155,thru,,,,EBT,"LINESTRING (-111.9413469 33.4219304, -111.9411748 33.4219308)",,,auto,1
63,10,7265020288,,10,1,1,638,1,1,1,41533533,7265020285,right,,,,SBR,"LINESTRING (-111.9412312 33.4205945, -111.9412646 33.4205116)",,,auto,1
64,10,7265020288,,637,1,1,11,1,1,1,7264975968,41533533,right,,,,WBR,"LINESTRING (-111.9412016 33.4205119, -111.9412312 33.4205945)",,,auto,1
65,10,7265020288,,637,1,1,638,1,1,1,7264975968,7265020285,left,,,,WBL,"LINESTRING (-111.9412016 33.4205119, -111.9412646 33.4205116)",,,auto,1
66,12,41563458,,12,1,1,14,1,1,1,,41563460,thru,,,,NBT,"LINESTRING (-111.9424527 33.4161182, -111.9424525 33.4162626)",,,auto,1
67,12,41563458,,12,1,1,75,1,1,1,,41533544,right,,,,NBR,"LINESTRING (-111.9424527 33.4161182, -111.9423668 33.4161908)",,,auto,1
68,12,41563458,,15,1,1,13,1,1,1,41563460,,thru,,,,SBT,"LINESTRING (-111.9424525 33.4162626, -111.9424527 33.4161182)",,,auto,1
69,12,41563458,,15,1,1,75,1,1,1,41563460,41533544,left,,,,SBL,"LINESTRING (-111.9424525 33.4162626, -111.9423668 33.4161908)",,,auto,1
70,12,41563458,,74,1,1,13,1,1,1,41533544,,left,,,,WBL,"LINESTRING (-111.9423668 33.4161908, -111.9424527 33.4161182)",,,auto,1
71,12,41563458,,74,1,1,14,1,1,1,41533544,41563460,right,,,,WBR,"LINESTRING (-111.9423668 33.4161908, -111.9424525 33.4162626)",,,auto,1
72,13,41563460,,14,1,1,16,1,1,1,41563458,41563464,thru,,,,NBT,"LINESTRING (-111.9424521 33.4175461, -111.9424524 33.4176905)",,,auto,1
73,13,41563460,,14,1,1,101,1,1,1,41563458,41533540,right,,,,NBR,"LINESTRING (-111.9424521 33.4175461, -111.9423665 33.4176183)",,,auto,1
74,13,41563460,,17,1,1,15,1,1,1,41563464,41563458,thru,,,,SBT,"LINESTRING (-111.9424524 33.4176905, -111.9424521 33.4175461)",,,auto,1
75,13,41563460,,17,1,1,101,1,1,1,41563464,41533540,left,,,,SBL,"LINESTRING (-111.9424524 33.4176905, -111.9423665 33.4176183)",,,auto,1
76,13,41563460,,100,1,1,15,1,1,1,41533540,41563458,left,,,,WBL,"LINESTRING (-111.9423665 33.4176183, -111.9424521 33.4175461)",,,auto,1
77,13,41563460,,100,1,1,16,1,1,1,41533540,41563464,right,,,,WBR,"LINESTRING (-111.9423665 33.4176183, -111.9424524 33.4176905)",,,auto,1
78,14,41563464,,16,1,1,18,1,1,1,41563460,7265020297,thru,,,,NBT,"LINESTRING (-111.9424431 33.4189890, -111.9423639 33.4191147)",,,auto,1
79,14,41563464,,16,1,1,31,1,1,1,41563460,41533538,right,,,,NBR,"LINESTRING (-111.9424431 33.4189890, -111.9423085 33.4190488)",,,auto,1
80,14,41563464,,16,1,1,32,1,1,1,41563460,41520531,left,,,,NBL,"LINESTRING (-111.9424431 33.4189890, -111.9424805 33.4190472)",,,auto,1
81,14,41563464,,19,1,1,17,1,1,1,7265020297,41563460,thru,,,,SBT,"LINESTRING (-111.9423639 33.4191147, -111.9424431 33.4189890)",,,auto,1
82,14,41563464,,19,1,1,31,1,1,1,7265020297,41533538,left,,,,SBL,"LINESTRING (-111.9423639 33.4191147, -111.9423085 33.4190488)",,,auto,1
83,14,41563464,,19,1,1,32,1,1,1,7265020297,41520531,right,,,,SBR,"LINESTRING (-111.9423639 33.4191147, -111.9424805 33.4190472)",,,auto,1
84,14,41563464,,30,1,1,17,1,1,1,41533538,41563460,left,,,,WBL,"LINESTRING (-111.9423085 33.4190488, -111.9424431 33.4189890)",,,auto,1
85,14,41563464,,30,1,1,18,1,1,1,41533538,7265020297,right,,,,WBR,"LINESTRING (-111.9423085 33.4190488, -111.9423639 33.4191147)",,,auto,1
86,14,41563464,,30,1,1,32,1,1,1,41533538,41520531,thru,,,,WBT,"LINESTRING (-111.9423085 33.4190488, -111.9424805 33.4190472)",,,auto,1
87,14,41563464,,33,1,1,17,1,1,1,41520531,41563460,right,,,,EBR,"LINESTRING (-111.9424805 33.4190472, -111.9424431 33.4189890)",,,auto,1
88,14,41563464,,33,1,1,18,1,1,1,41520531,7265020297,left,,,,EBL,"LINESTRING (-111.9424805 33.4190472, -111.9423639 33.4191147)",,,auto,1
89,14,41563464,,33,1,1,31,1,1,1,41520531,41533538,thru,,,,EBT,"LINESTRING (-111.9424805 33.4190472, -111.9423085 33.4190488)",,,auto,1
90,15,7265020297,,18,1,1,633,1,1,1,41563464,7264975984,thru,,,,NBT,"LINESTRING (-111.9423728 33.4203591, -111.9423422 33.4204436)",,,auto,1
91,15,7265020297,,632,1,1,19,1,1,1,7264975967,41563464,right,,,,EBR,"LINESTRING (-111.9424069 33.4204423, -111.9423728 33.4203591)",,,auto,1
92,15,7265020297,,632,1,1,633,1,1,1,7264975967,7264975984,left,,,,EBL,"LINESTRING (-111.9424069 33.4204423, -111.9423422 33.4204436)",,,auto,1
93,20,41630202,,23,1,1,623,1,1,1,2625359017_41630200,7125038250,thru,,,,WBT,"LINESTRING (-111.9406919 33.4264590, -111.9408640 33.4264567)",,,auto,1
94,20,41630202,,624,1,1,24,1,1,1,7125038250,2625359017_41630200,thru,,,,EBT,"LINESTRING (-111.9408640 33.4264567, -111.9406919 33.4264590)",,,auto,1
95,23,41520528,,27,1,1,224,1,1,1,,41520525,left,,,,EBL,"LINESTRING (-111.9443320 33.4194020, -111.9442461 33.4194741)",,,auto,1
96,23,41520528,,27,1,1,225,1,1,1,,41520531,right,,,,EBR,"LINESTRING (-111.9443320 33.4194020, -111.9442459 33.4193297)",,,auto,1
97,23,41520528,,223,1,1,26,1,1,1,41520525,,right,,,,SBR,"LINESTRING (-111.9442461 33.4194741, -111.9443320 33.4194020)",,,auto,1
98,23,41520528,,223,1,1,225,1,1,1,41520525,41520531,thru,,,,SBT,"LINESTRING (-111.9442461 33.4194741, -111.9442459 33.4193297)",,,auto,1
99,23,41520528,,226,1,1,26,1,1,1,41520531,,left,,,,NBL,"LINESTRING (-111.9442459 33.4193297, -111.9443320 33.4194020)",,,auto,1
100,23,41520528,,226,1,1,224,1,1,1,41520531,41520525,thru,,,,NBT,"LINESTRING (-111.9442459 33.4193297, -111.9442461 33.4194741)",,,auto,1
101,26,41533538,,28,1,1,30,1,1,1,1698683826_2625359006,41563464,thru,,,,WBT,"LINESTRING (-111.9411515 33.4190519, -111.9413235 33.4190523)",,,auto,1
102,26,41533538,,28,1,1,645,1,1,1,1698683826_2625359006,7265020287,right,,,,WBR,"LINESTRING (-111.9411515 33.4190519, -111.9412243 33.4191234)",,,auto,1
103,26,41533538,,28,1,1,646,1,1,1,1698683826_2625359006,41533540,left,,,,WBL,"LINESTRING (-111.9411515 33.4190519, -111.9412372 33.4189799)",,,auto,1
104,26,41533538,,31,1,1,29,1,1,1,41563464,1698683826_2625359006,thru,,,,EBT,"LINESTRING (-111.9413235 33.4190523, -111.9411515 33.4190519)",,,auto,1
105,26,41533538,,31,1,1,645,1,1,1,41563464,7265020287,left,,,,EBL,"LINESTRING (-111.9413235 33.4190523, -111.9412243 33.4191234)",,,auto,1
106,26,41533538,,31,1,1,646,1,1,1,41563464,41533540,right,,,,EBR,"LINESTRING (-111.9413235 33.4190523, -111.9412372 33.4189799)",,,auto,1
107,26,41533538,,644,1,1,29,1,1,1,7265020287,1698683826_2625359006,left,,,,SBL,"LINESTRING (-111.9412243 33.4191234, -111.9411515 33.4190519)",,,auto,1
108,26,41533538,,644,1,1,30,1,1,1,7265020287,41563464,right,,,,SBR,"LINESTRING (-111.9412243 33.4191234, -111.9413235 33.4190523)",,,auto,1
109,26,41533538,,644,1,1,646,1,1,1,7265020287,41533540,thru,,,,SBT,"LINESTRING (-111.9412243 33.4191234, -111.9412372 33.4189799)",,,auto,1
110,26,41533538,,647,1,1,29,1,1,1,41533540,1698683826_2625359006,right,,,,NBR,"LINESTRING (-111.9412372 33.4189799, -111.9411515 33.4190519)",,,auto,1
111,26,41533538,,647,1,1,30,1,1,1,41533540,41563464,left,,,,NBL,"LINESTRING (-111.9412372 33.4189799, -111.9413235 33.4190523)",,,auto,1
112,26,41533538,,647,1,1,645,1,1,1,41533540,7265020287,thru,,,,NBT,"LINESTRING (-111.9412372 33.4189799, -111.9412243 33.4191234)",,,auto,1
113,27,41520531,,32,1,1,226,1,1,1,41563464,41520528,right,,,,WBR,"LINESTRING (-111.9441593 33.4189181, -111.9442454 33.4189896)",,,auto,1
114,27,41520531,,32,1,1,227,1,1,1,41563464,41520533,left,,,,WBL,"LINESTRING (-111.9441593 33.4189181, -111.9442452 33.4188452)",,,auto,1
115,27,41520531,,225,1,1,33,1,1,1,41520528,41563464,left,,,,SBL,"LINESTRING (-111.9442454 33.4189896, -111.9441593 33.4189181)",,,auto,1
116,27,41520531,,225,1,1,227,1,1,1,41520528,41520533,thru,,,,SBT,"LINESTRING (-111.9442454 33.4189896, -111.9442452 33.4188452)",,,auto,1
117,27,41520531,,228,1,1,33,1,1,1,41520533,41563464,right,,,,NBR,"LINESTRING (-111.9442452 33.4188452, -111.9441593 33.4189181)",,,auto,1
118,27,41520531,,228,1,1,226,1,1,1,41520533,41520528,thru,,,,NBT,"LINESTRING (-111.9442452 33.4188452, -111.9442454 33.4189896)",,,auto,1
119,31,2625359019,,37,1,1,255,1,1,1,2625359021_41662581,3642940510,right,,,,EBR,"LINESTRING (-111.9395880 33.4273826, -111.9394471 33.4273268)",,,auto,1
120,31,2625359019,,254,1,1,36,1,1,1,3642940510,2625359021_41662581,left,,,,NBL,"LINESTRING (-111.9394471 33.4273268, -111.9395880 33.4273826)",,,auto,1
121,33,41520518,,39,1,1,216,1,1,1,,41520515,left,,,,EBL,"LINESTRING (-111.9443854 33.4231771, -111.9442996 33.4232493)",,,auto,1
122,33,41520518,,39,1,1,217,1,1,1,,41520521,right,,,,EBR,"LINESTRING (-111.9443854 33.4231771, -111.9442976 33.4231050)",,,auto,1
123,33,41520518,,215,1,1,38,1,1,1,41520515,,right,,,,SBR,"LINESTRING (-111.9442996 33.4232493, -111.9443854 33.4231771)",,,auto,1
124,33,41520518,,215,1,1,217,1,1,1,41520515,41520521,thru,,,,SBT,"LINESTRING (-111.9442996 33.4232493, -111.9442976 33.4231050)",,,auto,1
125,33,41520518,,218,1,1,38,1,1,1,41520521,,left,,,,NBL,"LINESTRING (-111.9442976 33.4231050, -111.9443854 33.4231771)",,,auto,1
126,33,41520518,,218,1,1,216,1,1,1,41520521,41520515,thru,,,,NBT,"LINESTRING (-111.9442976 33.4231050, -111.9442996 33.4232493)",,,auto,1
127,35,337713512,,41,1,1,555,1,1,1,3642940510,41662584_2625359016,thru,,,,WBT,"LINESTRING (-111.9393300 33.4254972, -111.9395021 33.4254965)",,,auto,1
128,35,337713512,,554,1,1,40,1,1,1,41662584_2625359016,3642940510,thru,,,,EBT,"LINESTRING (-111.9395021 33.4254965, -111.9393300 33.4254972)",,,auto,1
129,36,3642940510,,40,1,1,42,1,1,1,337713512,41746580,thru,,,,EBT,"LINESTRING (-111.9382471 33.4254956, -111.9380749 33.4254953)",,,auto,1
130,36,3642940510,,40,1,1,254,1,1,1,337713512,2625359019,left,,,,EBL,"LINESTRING (-111.9382471 33.4254956, -111.9381617 33.4255676)",,,auto,1
131,36,3642940510,,43,1,1,41,1,1,1,41746580,337713512,thru,,,,WBT,"LINESTRING (-111.9380749 33.4254953, -111.9382471 33.4254956)",,,auto,1
132,36,3642940510,,43,1,1,254,1,1,1,41746580,2625359019,right,,,,WBR,"LINESTRING (-111.9380749 33.4254953, -111.9381617 33.4255676)",,,auto,1
133,36,3642940510,,255,1,1,41,1,1,1,2625359019,337713512,right,,,,SBR,"LINESTRING (-111.9381617 33.4255676, -111.9382471 33.4254956)",,,auto,1
134,36,3642940510,,255,1,1,42,1,1,1,2625359019,41746580,left,,,,SBL,"LINESTRING (-111.9381617 33.4255676, -111.9380749 33.4254953)",,,auto,1
135,37,41746580,,42,1,1,153,1,1,1,3642940510,41529813,right,,,,EBR,"LINESTRING (-111.9367585 33.4254993, -111.9366720 33.4254270)",,,auto,1
136,37,41746580,,42,1,1,263,1,1,1,3642940510,6786314013,thru,,,,EBT,"LINESTRING (-111.9367585 33.4254993, -111.9365864 33.4255002)",,,auto,1
137,37,41746580,,154,1,1,43,1,1,1,41529813,3642940510,left,,,,NBL,"LINESTRING (-111.9366720 33.4254270, -111.9367585 33.4254993)",,,auto,1
138,37,41746580,,154,1,1,263,1,1,1,41529813,6786314013,right,,,,NBR,"LINESTRING (-111.9366720 33.4254270, -111.9365864 33.4255002)",,,auto,1
139,37,41746580,,264,1,1,43,1,1,1,6786314013,3642940510,thru,,,,WBT,"LINESTRING (-111.9365864 33.4255002, -111.9367585 33.4254993)",,,auto,1
140,37,41746580,,264,1,1,153,1,1,1,6786314013,41529813,left,,,,WBL,"LINESTRING (-111.9365864 33.4255002, -111.9366720 33.4254270)",,,auto,1
141,38,5201685464,,45,1,1,529,1,1,1,41654675,5280009872,thru,,,,NBT,"LINESTRING (-111.9288418 33.4179736, -111.9288462 33.4181178)",,,auto,1
142,38,5201685464,,528,1,1,44,1,1,1,5280009872,41654675,thru,,,,SBT,"LINESTRING (-111.9288462 33.4181178, -111.9288418 33.4179736)",,,auto,1
143,39,41654675,,44,1,1,121,1,1,1,5201685464,41573980,left,,,,SBL,"LINESTRING (-111.9293454 33.4166969, -111.9293183 33.4166439)",,,auto,1
144,39,41654675,,44,1,1,458,1,1,1,5201685464,4716137951,right,,,,SBR,"LINESTRING (-111.9293454 33.4166969, -111.9294902 33.4166401)",,,auto,1
145,39,41654675,,44,1,1,580,2,2,1,5201685464,5806210751,thru,,,,SBT,"LINESTRING (-111.9293454 33.4166969, -111.9294782 33.4166074)",,,auto,1
146,39,41654675,,122,1,1,45,1,1,1,41573980,5201685464,right,,,,WBR,"LINESTRING (-111.9293183 33.4166439, -111.9293454 33.4166969)",,,auto,1
147,39,41654675,,122,1,1,458,1,1,1,41573980,4716137951,right,,,,WBR,"LINESTRING (-111.9293183 33.4166439, -111.9294902 33.4166401)",,,auto,1
148,39,41654675,,122,1,1,580,1,1,1,41573980,5806210751,thru,,,,WBT,"LINESTRING (-111.9293183 33.4166439, -111.9294782 33.4166074)",,,auto,1
149,39,41654675,,457,1,1,45,1,1,1,4716137951,5201685464,left,,,,SBL,"LINESTRING (-111.9294902 33.4166401, -111.9293454 33.4166969)",,,auto,1
150,39,41654675,,457,1,1,121,1,1,1,4716137951,41573980,left,,,,SBL,"LINESTRING (-111.9294902 33.4166401, -111.9293183 33.4166439)",,,auto,1
151,39,41654675,,457,1,1,580,2,2,1,4716137951,5806210751,right,,,,SBR,"LINESTRING (-111.9294902 33.4166401, -111.9294782 33.4166074)",,,auto,1
152,39,41654675,,527,2,2,45,1,1,1,317327702,5201685464,thru,,,,NBT,"LINESTRING (-111.9294487 33.4165825, -111.9293454 33.4166969)",,,auto,1
153,39,41654675,,527,2,2,121,1,1,1,317327702,41573980,right,,,,NBR,"LINESTRING (-111.9294487 33.4165825, -111.9293183 33.4166439)",,,auto,1
154,39,41654675,,527,1,1,458,1,1,1,317327702,4716137951,left,,,,NBL,"LINESTRING (-111.9294487 33.4165825, -111.9294902 33.4166401)",,,auto,1
155,39,41654675,,527,1,1,580,1,1,1,317327702,5806210751,uturn,,,,NBU,"LINESTRING (-111.9294487 33.4165825, -111.9294782 33.4166074)",,,auto,1
156,41,41573985,,49,1,1,438,1,1,1,,4347879981,right,,,,WBR,"LINESTRING (-111.9261543 33.4209593, -111.9262381 33.4210485)",,,auto,1
157,41,41573985,,437,3,3,48,1,1,1,2300341851,,right,,,,NBR,"LINESTRING (-111.9262370 33.4209041, -111.9261543 33.4209593)",,,auto,1
158,41,41573985,,437,1,2,438,1,2,2,2300341851,4347879981,thru,,,,NBT,"LINESTRING (-111.9262370 33.4209041, -111.9262381 33.4210485)",,,auto,1
159,43,5333539971,,51,1,1,620,1,1,1,5333539972,5333560369,thru,,,,NBT,"LINESTRING (-111.9366535 33.4174112, -111.9366550 33.4175555)",,,auto,1
160,43,5333539971,,166,1,1,50,1,1,1,2625359002,5333539972,right,,,,EBR,"LINESTRING (-111.9367410 33.4174823, -111.9366535 33.4174112)",,,auto,1
161,43,5333539971,,166,1,1,620,1,1,1,2625359002,5333560369,left,,,,EBL,"LINESTRING (-111.9367410 33.4174823, -111.9366550 33.4175555)",,,auto,1
162,43,5333539971,,619,1,1,50,1,1,1,5333560369,5333539972,thru,,,,SBT,"LINESTRING (-111.9366550 33.4175555, -111.9366535 33.4174112)",,,auto,1
